node_id,hour,precomputed_risk
1005916,10,0.053
1005917,10,1.78
1005918,10,1.43
1005919,10,0.663
1005920,10,0.954
1005921,10,0.195
1005922,10,2.457
1005923,10,1.73
1005924,10,0.535
1005925,10,1.632
1005926,10,0.595
1005927,10,1.496
1005928,10,2.036
1005929,10,2.569
1005930,10,1.974
1005931,10,1.825
1005932,10,0.292
1005933,10,2.799
1005934,10,1.66
1005935,10,0.401
1005936,10,0.626
1005937,10,0.709
1005938,10,0.51
1005939,10,0.332
1005940,10,2.223
1005941,10,2.394
1005942,10,1.676
1005943,10,1.104
1005944,10,2.112
1005945,10,0.876
1005946,10,1.726
1005947,10,2.293
1005948,10,1.102
1005949,10,2.153
1005950,10,2.636
1005951,10,1.227
1005952,10,2.801
1005953,10,1.392
1005954,10,2.583
1005955,10,1.631
1005956,10,2.539
1005957,10,2.889
1005958,10,0.422
1005959,10,0.269
1005960,10,0.987
1005961,10,1.452
1005962,10,0.209
1005963,10,0.296
1005964,10,0.222
1005965,10,1.275
1005966,10,0.539
1005967,10,0.855
1005968,10,0.002
1005969,10,0.162
1005970,10,1.386
1005971,10,0.689
1005972,10,0.07
1005973,10,0.205
1005974,10,2.217
1005975,10,1.554
1005976,10,1.71
1005977,10,0.354
1005978,10,1.661
1005979,10,1.486
1005980,10,2.412
1005981,10,2.512
1005982,10,1.749
1005983,10,0.177
1005984,10,2.629
1005985,10,0.981
1005986,10,0.232
1005987,10,2.269
1005988,10,2.323
1005989,10,2.668
1005990,10,2.433
1005991,10,0.252
1005992,10,1.495
1005993,10,0.44
1005994,10,2.643
1005995,10,1.045
1005996,10,1.144
1005997,10,2.882
1005998,10,2.758
1005999,10,0.219
1006000,10,2.681
1006001,10,2.5
1006002,10,2.987
1006003,10,0.875
1006004,10,2.901
1006005,10,0.638
1006006,10,1.762
1006007,10,0.291
1006008,10,2.851
1006009,10,1.316
1006010,10,2.881
1006011,10,1.096
1006012,10,2.572
1006013,10,0.638
1006014,10,0.904
1006015,10,2.405
1006016,10,1.216
1006017,10,2.008
1006018,10,1.805
1006019,10,1.787
1006020,10,2.723
1006021,10,2.455
1006022,10,0.368
1006023,10,2.281
1006024,10,2.325
1006025,10,2.942
1006026,10,0.262
1006027,10,0.024
1006028,10,1.571
1006029,10,1.601
1006030,10,2.289
1006031,10,0.163
1006032,10,2.138
1006033,10,2.811
1006034,10,0.132
1006035,10,1.275
1006036,10,1.988
1006037,10,0.735
1006038,10,1.661
1006039,10,1.736
1006040,10,2.836
1006041,10,1.861
1006042,10,1.179
1006043,10,0.908
1006044,10,0.749
1006045,10,0.875
1006046,10,2.751
1006047,10,1.64
1006048,10,2.019
1006049,10,1.339
1006050,10,0.853
1006051,10,0.12
1006052,10,0.062
1006053,10,1.624
1006054,10,2.819
1006055,10,0.765
1006056,10,0.719
1006057,10,0.671
1006058,10,1.771
1006059,10,1.329
1006060,10,2.252
1006061,10,2.184
1006062,10,2.803
1006063,10,0.823
1006064,10,0.381
1006065,10,2.119
1006066,10,2.427
1006067,10,1.096
1006068,10,0.571
1006069,10,0.794
1006070,10,0.426
1006071,10,0.099
1006072,10,0.743
1006073,10,2.639
1006074,10,1.703
1006075,10,2.898
1006076,10,0.781
1006077,10,0.826
1006078,10,1.52
1006079,10,0.082
1006080,10,2.148
1006081,10,0.203
1006082,10,0.968
1006083,10,2.606
1006084,10,2.065
1006085,10,0.998
1006086,10,0.261
1006087,10,1.836
1006088,10,0.212
1006089,10,1.63
1006090,10,2.061
1006091,10,0.956
1006092,10,0.255
1006093,10,1.359
1006094,10,0.403
1006095,10,2.24
1006096,10,1.109
1006097,10,1.578
1006098,10,0.505
1006099,10,2.381
1006100,10,0.517
1006101,10,2.869
1006102,10,1.756
1006103,10,0.807
1006104,10,1.555
1006105,10,2.597
1006106,10,1.208
1006107,10,2.678
1006108,10,2.516
1006109,10,2.041
1006110,10,0.381
1006111,10,1.348
1006112,10,0.78
1006113,10,0.497
1006114,10,1.782
1006115,10,1.169
1006116,10,0.786
1006117,10,0.969
1006118,10,0.376
1006119,10,0.117
1006120,10,1.239
1006121,10,1.828
1006122,10,2.341
1006123,10,0.519
1006124,10,1.657
1006125,10,1.281
1006126,10,1.102
1006127,10,1.002
1006128,10,0.671
1006129,10,2.16
1006130,10,0.943
1006131,10,0.31
1006132,10,1.813
1006133,10,0.495
1006134,10,1.67
1006135,10,2.176
1006136,10,0.793
1006137,10,0.368
1006138,10,0.05
1006139,10,2.771
1006140,10,0.566
1006141,10,0.311
1006142,10,1.832
1006143,10,2.584
1006144,10,2.068
1006145,10,1.513
1006146,10,0.991
1006147,10,2.067
1006148,10,0.596
1006149,10,2.882
1006150,10,0.674
1006151,10,2.423
1006152,10,2.87
1006153,10,0.187
1006154,10,1.689
1006155,10,2.872
1006156,10,2.128
1006157,10,1.374
1006158,10,1.344
1006159,10,0.375
1006160,10,0.42
1006161,10,0.61
1006162,10,2.277
1006163,10,1.935
1006164,10,0.783
1006165,10,0.906
1006166,10,0.848
1006167,10,0.025
1006168,10,0.941
1006169,10,0.339
1006170,10,2.715
1006171,10,1.205
1006172,10,2.519
1006173,10,2.259
1006174,10,0.004
1006175,10,2.455
1006176,10,0.941
1006177,10,0.76
1006178,10,2.379
1006179,10,2.559
1006180,10,1.418
1006181,10,2.43
1006182,10,2.969
1006183,10,1.628
1006184,10,0.094
1006185,10,0.36
1006186,10,2.521
1006187,10,0.942
1006188,10,2.184
1006189,10,1.236
1006190,10,2.399
1006191,10,1.605
1006192,10,2.688
1006193,10,2.803
1006194,10,1.919
1006195,10,0.169
1006196,10,0.447
1006197,10,1.456
1006198,10,2.452
1006199,10,1.271
1006200,10,1.095
1006201,10,1.716
1006202,10,0.369
1006203,10,1.08
1006204,10,2.543
1006205,10,1.008
1006206,10,2.739
1006207,10,1.368
1006208,10,2.042
1006209,10,1.238
1006210,10,2.036
1006211,10,2.74
1006212,10,2.381
1006213,10,0.234
1006214,10,2.146
1006215,10,1.607
1006216,10,2.862
1006217,10,2.722
1006218,10,0.876
1006219,10,0.179
1006220,10,2.018
1006221,10,0.6
1006222,10,2.414
1006223,10,1.023
1006224,10,1.617
1006225,10,0.855
1006226,10,2.931
1006227,10,2.918
1006228,10,1.58
1006229,10,2.097
1006230,10,1.64
1006231,10,2.524
1006232,10,2.333
1006233,10,2.468
1006234,10,0.772
1006235,10,2.211
1006236,10,0.961
1006237,10,2.68
1006238,10,1.483
1006239,10,0.326
1006240,10,0.376
1006241,10,1.619
1006242,10,0.011
1006243,10,2.281
1006244,10,1.536
1006245,10,0.743
1006246,10,0.39
1006247,10,2.788
1006248,10,0.301
1006249,10,0.208
1006250,10,0.073
1006251,10,0.882
1006252,10,0.004
1006253,10,1.907
1006254,10,2.515
1006255,10,2.501
1006256,10,2.431
1006257,10,0.558
1006258,10,1.338
1006259,10,1.514
1006260,10,1.714
1006261,10,1.468
1006262,10,1.921
1006263,10,0.516
1006264,10,1.45
1006265,10,2.923
1006266,10,1.789
1006267,10,1.035
1006268,10,1.367
1006269,10,2.796
1006270,10,0.365
1006271,10,0.976
1006272,10,1.652
1006273,10,1.705
1006274,10,0.107
1006275,10,2.518
1006276,10,1.403
1006277,10,2.873
1006278,10,2.513
1006279,10,1.474
1006280,10,0.634
1006281,10,2.517
1006282,10,1.32
1006283,10,2.965
1006284,10,2.357
1006285,10,0.579
1006286,10,0.711
1006287,10,1.063
1006288,10,0.814
1006289,10,0.903
1006290,10,2.492
1006291,10,0.236
1006292,10,2.12
1006293,10,1.272
1006294,10,0.929
1006295,10,2.702
1006296,10,0.531
1006297,10,2.063
1006298,10,1.681
1006299,10,0.41
1006300,10,0.593
1006301,10,2.651
1006302,10,1.924
1006303,10,0.186
1006304,10,0.876
1006305,10,0.375
1006306,10,0.463
1006307,10,1.952
1006308,10,2.253
1006309,10,1.092
1006310,10,0.515
1006311,10,1.743
1006312,10,0.294
1006313,10,0.612
1006314,10,2.853
1006315,10,1.369
1006316,10,2.901
1006317,10,0.487
1006318,10,0.979
1006319,10,0.526
1006320,10,2.15
1006321,10,0.624
1006322,10,0.019
1006323,10,1.875
1006324,10,0.584
1006325,10,0.149
1006326,10,2.89
1006327,10,1.757
1006328,10,1.279
1006329,10,0.251
1006330,10,0.605
1006331,10,0.125
1006332,10,1.032
1006333,10,0.833
1006334,10,0.39
1006335,10,1.592
1006336,10,0.185
1006337,10,1.095
1006338,10,1.968
1006339,10,0.083
1006340,10,2.071
1006341,10,2.433
1006342,10,1.49
1006343,10,0.809
1006344,10,2.602
1006345,10,0.427
1006346,10,0.368
1006347,10,0.956
1006348,10,2.567
1006349,10,1.368
1006350,10,2.145
1006351,10,2.637
1006352,10,0.033
1006353,10,2.475
1006354,10,0.482
1006355,10,2.193
1006356,10,1.864
1006357,10,2.329
1006358,10,1.805
1006359,10,2.076
1006360,10,2.832
1006361,10,0.6
1006362,10,1.242
1006363,10,1.019
1006364,10,0.472
1006365,10,2.703
1006366,10,1.634
1006367,10,0.994
1006368,10,2.17
1006369,10,1.549
1006370,10,2.77
1006371,10,0.643
1006372,10,1.104
1006373,10,0.674
1006374,10,2.253
1006375,10,1.781
1006376,10,1.401
1006377,10,1.482
1006378,10,0.931
1006379,10,2.353
1006380,10,1.318
1006381,10,2.255
1006382,10,2.838
1006383,10,1.333
1006384,10,0.571
1006385,10,0.217
1006386,10,0.566
1006387,10,2.904
1006388,10,0.022
1006389,10,0.459
1006390,10,2.299
1006391,10,1.094
1006392,10,1.199
1006393,10,1.25
1006394,10,2.598
1006395,10,1.434
1006396,10,0.523
1006397,10,0.828
1006398,10,2.864
1006399,10,0.194
1006400,10,0.462
1006401,10,2.417
1006402,10,1.368
1006403,10,2.519
1006404,10,0.815
1006405,10,2.568
1006406,10,0.768
1006407,10,1.777
1006408,10,2.628
1006409,10,0.945
1006410,10,0.458
1006411,10,0.186
1006412,10,1.572
1006413,10,1.897
1006414,10,1.871
1006415,10,2.852
1006416,10,2.966
1006417,10,2.261
1006418,10,0.222
1006419,10,2.908
1006420,10,0.409
1006421,10,1.708
1006422,10,1.014
1006423,10,0.378
1006424,10,1.501
1006425,10,2.199
1006426,10,1.789
1006427,10,1.982
1006428,10,1.506
1006429,10,2.593
1006430,10,1.67
1006431,10,2.375
1006432,10,2.867
1006433,10,0.707
1006434,10,1.245
1006435,10,2.716
1006436,10,1.201
1006437,10,2.477
1006438,10,1.491
1006439,10,1.338
1006440,10,1.655
1006441,10,0.764
1006442,10,2.92
1006443,10,2.187
1006444,10,1.747
1006445,10,1.661
1006446,10,0.705
1006447,10,2.593
1006448,10,0.191
1006449,10,1.162
1006450,10,1.33
1006451,10,2.854
1006452,10,1.403
1006453,10,2.984
1006454,10,1.528
1006455,10,0.792
1006456,10,2.309
1006457,10,2.331
1006458,10,2.681
1006459,10,1.233
1006460,10,0.395
1006461,10,0.593
1006462,10,1.935
1006463,10,1.304
1006464,10,0.521
1006465,10,1.985
1006466,10,2.927
1006467,10,0.525
1006468,10,2.674
1006469,10,0.987
1006470,10,0.702
1006471,10,1.16
1006472,10,1.211
1006473,10,2.496
1006474,10,1.875
1006475,10,2.801
1006476,10,1.243
1006477,10,2.835
1006478,10,0.263
1006479,10,2.012
1006480,10,2.507
1006481,10,0.624
1006482,10,2.692
1006483,10,2.419
1006484,10,2.647
1006485,10,0.572
1006486,10,1.662
1006487,10,0.87
1006488,10,2.998
1006489,10,0.516
1006490,10,1.75
1006491,10,2.754
1006492,10,2.898
1006493,10,0.399
1006494,10,0.45
1006495,10,0.856
1006496,10,2.084
1006497,10,0.862
1006498,10,2.008
1006499,10,2.911
1006500,10,2.55
1006501,10,0.023
1006502,10,1.37
1006503,10,1.242
1006504,10,1.08
1006505,10,2.948
1006506,10,2.139
1006507,10,1.328
1006508,10,1.313
1006509,10,0.411
1006510,10,0.257
1006511,10,1.436
1006512,10,2.053
1006513,10,0.25
1006514,10,0.613
1006515,10,2.841
1006516,10,2.998
1006517,10,2.341
1006518,10,2.538
1006519,10,2.212
1006520,10,1.34
1006521,10,0.625
1006522,10,0.172
1006523,10,0.682
1006524,10,1.523
1006525,10,1.101
1006526,10,1.004
1006527,10,2.411
1006528,10,1.972
1006529,10,2.061
1006530,10,0.359
1006531,10,0.254
1006532,10,0.495
1006533,10,2.708
1006534,10,1.376
1006535,10,1.054
1006536,10,1.207
1006537,10,1.71
1006538,10,1.259
1006539,10,2.614
1006540,10,2.218
1006541,10,0.159
1006542,10,1.595
1006543,10,2.674
1006544,10,1.026
1006545,10,2.253
1006546,10,0.445
1006547,10,0.726
1006548,10,0.169
1006549,10,2.484
1006550,10,2.075
1006551,10,1.756
1006552,10,2.546
1006553,10,2.955
1006554,10,0.03
1006555,10,2.588
1006556,10,0.545
1006557,10,1.422
1006558,10,1.147
1006559,10,1.893
1006560,10,2.108
1006561,10,1.746
1006562,10,0.175
1006563,10,1.591
1006564,10,1.947
1006565,10,0.039
1006566,10,2.13
1006567,10,0.694
1006568,10,0.894
1006569,10,1.247
1006570,10,2.073
1006571,10,1.72
1006572,10,0.616
1006573,10,1.556
1006574,10,2.209
1006575,10,2.65
1006576,10,0.96
1006577,10,0.288
1006578,10,0.101
1006579,10,0.837
1006580,10,1.977
1006581,10,2.426
1006582,10,1.327
1006583,10,1.606
1006584,10,0.912
1006585,10,0.727
1006586,10,1.348
1006587,10,0.355
1006588,10,1.218
1006589,10,2.578
1006590,10,1.386
1006591,10,0.017
1006592,10,1.263
1006593,10,1.552
1006594,10,1.082
1006595,10,1.727
1006596,10,0.526
1006597,10,1.642
1006598,10,1.492
1006599,10,2.031
1006600,10,2.683
1006601,10,1.237
1006602,10,2.75
1006603,10,1.414
1006604,10,0.028
1006605,10,0.585
1006606,10,2.961
1006607,10,0.079
1006608,10,1.951
1006609,10,1.497
1006610,10,1.015
1006611,10,0.678
1006612,10,2.805
1006613,10,1.808
1006614,10,2.064
1006615,10,1.294
1006616,10,0.099
1006617,10,0.227
1006618,10,1.432
1006619,10,2.683
1006620,10,2.317
1006621,10,1.758
1006622,10,2.72
1006623,10,1.588
1006624,10,2.742
1006625,10,1.897
1006626,10,0.71
1006627,10,1.201
1006628,10,1.404
1006629,10,1.262
1006630,10,2.156
1006631,10,1.107
1006632,10,1.438
1006633,10,0.6
1006634,10,1.488
1006635,10,0.721
1006636,10,2.132
1006637,10,0.618
1006638,10,2.37
1006639,10,0.086
1006640,10,2.166
1006641,10,1.607
1006642,10,0.28
1006643,10,0.848
1006644,10,1.253
1006645,10,0.069
1006646,10,0.125
1006647,10,0.802
1006648,10,1.486
1006649,10,0.586
1006650,10,2.637
1006651,10,2.518
1006652,10,2.589
1006653,10,0.794
1006654,10,1.885
1006655,10,2.446
1006656,10,1.595
1006657,10,1.019
1006658,10,2.245
1006659,10,1.248
1006660,10,1.493
1006661,10,0.236
1006662,10,2.268
1006663,10,2.461
1006664,10,0.749
1006665,10,1.663
1006666,10,1.982
1006667,10,2.484
1006668,10,0.909
1006669,10,0.579
1006670,10,1.917
1006671,10,0.902
1006672,10,1.68
1006673,10,2.222
1006674,10,1.504
1006675,10,1.964
1006676,10,0.444
1006677,10,0.674
1006678,10,0.348
1006679,10,2.115
1006680,10,1.179
1006681,10,1.263
1006682,10,1.222
1006683,10,0.458
1006684,10,1.406
1006685,10,0.662
1006686,10,0.265
1006687,10,0.168
1006688,10,2.849
1006689,10,1.524
1006690,10,0.882
1006691,10,2.562
1006692,10,2.127
1006693,10,1.42
1006694,10,1.614
1006695,10,1.156
1006696,10,2.01
1006697,10,2.437
1006698,10,2.731
1006699,10,2.583
1006700,10,1.453
1006701,10,1.207
1006702,10,1.276
1006703,10,0.322
1006704,10,1.285
1006705,10,2.872
1006706,10,1.553
1006707,10,2.36
1006708,10,0.636
1006709,10,1.643
1006710,10,2.363
1006711,10,0.541
1006712,10,2.549
1006713,10,2.375
1006714,10,2.422
1006715,10,2.544
1006716,10,2.007
1006717,10,0.944
1006718,10,0.524
1006719,10,0.13
1006720,10,2.585
1006721,10,2.785
1006722,10,0.203
1006723,10,0.8
1006724,10,1.771
1006725,10,2.2
1006726,10,1.926
1006727,10,0.512
1006728,10,1.999
1006729,10,0.478
1006730,10,2.392
1006731,10,0.172
1006732,10,1.387
1006733,10,1.802
1006734,10,2.664
1006735,10,1.373
1006736,10,0.725
1006737,10,1.085
1006738,10,2.435
1006739,10,2.53
1006740,10,2.498
1006741,10,1.354
1006742,10,2.608
1006743,10,0.222
1006744,10,2.985
1006745,10,1.669
1006746,10,1.513
1006747,10,0.601
1006748,10,0.973
1006749,10,2.809
1006750,10,2.559
1006751,10,0.155
1006752,10,0.291
1006753,10,0.028
1006754,10,1.57
1006755,10,1.727
1006756,10,2.348
1006757,10,2.767
1006758,10,2.458
1006759,10,0.321
1006760,10,0.591
1006761,10,2.482
1006762,10,2.947
1006763,10,2.386
1006764,10,1.26
1006765,10,0.106
1006766,10,2.798
1006767,10,1.467
1006768,10,0.592
1006769,10,2.571
1006770,10,2.112
1006771,10,1.595
1006772,10,2.814
1006773,10,2.691
1006774,10,1.845
1006775,10,1.6
1006776,10,1.173
1006777,10,1.112
1006778,10,0.274
1006779,10,0.555
1006780,10,0.453
1006781,10,2.594
1006782,10,2.599
1006783,10,2.586
1006784,10,2.707
1006785,10,1.318
1006786,10,2.831
1006787,10,0.46
1006788,10,2.719
1006789,10,0.394
1006790,10,0.459
1006791,10,1.915
1006792,10,1.629
1006793,10,1.937
1006794,10,1.235
1006795,10,2.89
1006796,10,1.803
1006797,10,1.161
1006798,10,1.829
1006799,10,0.04
1006800,10,2.479
1006801,10,2.591
1006802,10,2.657
1006803,10,1.614
1006804,10,1.421
1006805,10,0.894
1006806,10,0.72
1006807,10,1.566
1006808,10,2.081
1006809,10,0.446
1006810,10,2.658
1006811,10,2.082
1006812,10,0.047
1006813,10,0.833
1006814,10,0.662
1006815,10,1.191
1006816,10,2.233
1006817,10,0.435
1006818,10,0.927
1006819,10,2.281
1006820,10,2.226
1006821,10,0.534
1006822,10,2.667
1006823,10,2.776
1006824,10,2.953
1006825,10,2.499
1006826,10,2.017
1006827,10,0.635
1006828,10,2.881
1006829,10,0.539
1006830,10,2.543
1006831,10,1.798
1006832,10,1.349
1006833,10,1.095
1006834,10,1.951
1006835,10,2.895
1006836,10,1.107
1006837,10,1.701
1006838,10,0.521
1006839,10,0.78
1006840,10,2.871
1006841,10,0.063
1006842,10,2.806
1006843,10,2.407
1006844,10,0.363
1006845,10,1.581
1006846,10,1.933
1006847,10,2.76
1006848,10,1.905
1006849,10,2.389
1006850,10,2.452
1006851,10,2.065
1006852,10,2.335
1006853,10,1.248
1006854,10,2.478
1006855,10,2.597
1006856,10,0.972
1006857,10,0.171
1006858,10,0.499
1006859,10,2.275
1006860,10,0.463
1006861,10,1.396
1006862,10,2.998
1006863,10,2.497
1006864,10,0.551
1006865,10,1.848
1006866,10,1.601
1006867,10,1.532
1006868,10,2.095
1006869,10,0.481
1006870,10,0.285
1006871,10,1.914
1006872,10,2.245
1006873,10,1.484
1006874,10,0.395
1006875,10,1.238
1006876,10,0.407
1006877,10,0.754
1006878,10,1.138
1006879,10,0.137
1006880,10,0.379
1006881,10,1.803
1006882,10,1.756
1006883,10,2.314
1006884,10,2.232
1006885,10,2.794
1006886,10,1.001
1006887,10,0.117
1006888,10,1.451
1006889,10,2.364
1006890,10,2.383
1006891,10,0.876
1006892,10,2.538
1006893,10,1.919
1006894,10,0.983
1006895,10,2.247
1006896,10,0.606
1006897,10,1.242
1006898,10,2.552
1006899,10,0.72
1006900,10,1.017
1006901,10,2.415
1006902,10,1.428
1006903,10,0.602
1006904,10,2.662
1006905,10,1.652
1006906,10,0.239
1006907,10,2.77
1006908,10,0.245
1006909,10,0.847
1006910,10,2.493
1006911,10,1.447
1006912,10,2.418
1006913,10,2.473
1006914,10,2.987
1006915,10,1.709
1006916,10,0.845
1006917,10,1.214
1006918,10,0.433
1006919,10,1.382
1006920,10,0.277
1006921,10,1.742
1006922,10,2.636
1006923,10,1.14
1006924,10,2.506
1006925,10,1.36
1006926,10,1.616
1006927,10,2.598
1006928,10,2.837
1006929,10,1.462
1006930,10,2.659
1006931,10,1.445
1006932,10,1.737
1006933,10,2.614
1006934,10,1.284
1006935,10,1.784
1006936,10,1.406
1006937,10,1.943
1006938,10,1.107
1006939,10,0.844
1006940,10,2.553
1006941,10,1.008
1006942,10,2.212
1006943,10,1.854
1006944,10,1.143
1006945,10,0.509
1006946,10,2.461
1006947,10,1.82
1006948,10,2.154
1006949,10,2.807
1006950,10,2.82
1006951,10,1.606
1006952,10,2.488
1006953,10,1.716
1006954,10,0.315
1006955,10,0.693
1006956,10,0.743
1006957,10,0.989
1006958,10,0.15
1006959,10,0.713
1006960,10,1.274
1006961,10,0.91
1006962,10,0.787
1006963,10,2.867
1006964,10,1.389
1006965,10,1.834
1006966,10,0.637
1006967,10,0.485
1006968,10,2.504
1006969,10,0.508
1006970,10,2.127
1006971,10,0.855
1006972,10,2.572
1006973,10,0.925
1006974,10,0.523
1006975,10,1.969
1006976,10,0.002
1006977,10,3.0
1006978,10,1.903
1006979,10,2.928
1006980,10,1.122
1006981,10,0.505
1006982,10,2.117
1006983,10,0.818
1006984,10,2.764
1006985,10,1.404
1006986,10,2.309
1006987,10,2.741
1006988,10,1.254
1006989,10,2.394
1006990,10,2.242
1006991,10,1.961
1006992,10,1.725
1006993,10,2.873
1006994,10,1.397
1006995,10,0.755
1006996,10,0.268
1006997,10,1.013
1006998,10,0.746
1006999,10,0.847
1007000,10,1.141
1007001,10,1.468
1007002,10,1.661
1007003,10,1.213
1007004,10,1.583
1007005,10,2.913
1007006,10,2.103
1007007,10,1.821
1007008,10,2.724
1007009,10,2.607
1007010,10,0.963
1007011,10,0.364
1007012,10,0.318
1007013,10,2.311
1007014,10,0.537
1007015,10,2.973
1007016,10,1.298
1007017,10,1.619
1007018,10,1.788
1007019,10,2.392
1007020,10,0.847
1007021,10,0.612
1007022,10,2.815
1007023,10,1.771
1007024,10,1.156
1007025,10,2.717
1007026,10,1.306
1007027,10,2.854
1007028,10,1.698
1007029,10,2.79
1007030,10,0.315
1007031,10,2.686
1007032,10,2.786
1007033,10,2.214
1007034,10,1.894
1007035,10,0.238
1007036,10,1.476
1007037,10,1.697
1007038,10,1.913
1007039,10,0.8
1007040,10,1.678
1007041,10,1.955
1007042,10,0.615
1007043,10,1.254
1007044,10,0.059
1007045,10,2.019
1007046,10,1.047
1007047,10,1.376
1007048,10,2.348
1007049,10,1.609
1007050,10,1.332
1007051,10,2.852
1007052,10,0.959
1007053,10,2.345
1007054,10,2.083
1007055,10,1.1
1007056,10,2.619
1007057,10,2.241
1007058,10,1.319
1007059,10,2.061
1007060,10,1.383
1007061,10,0.905
1007062,10,1.927
1007063,10,1.758
1007064,10,2.151
1007065,10,2.551
1007066,10,0.31
1007067,10,2.721
1007068,10,2.646
1007069,10,2.232
1007070,10,2.935
1007071,10,0.552
1007072,10,1.253
1007073,10,0.972
1007074,10,0.429
1007075,10,2.516
1007076,10,0.767
1007077,10,0.377
1007078,10,0.699
1007079,10,2.55
1007080,10,0.952
1007081,10,2.497
1007082,10,0.096
1007083,10,1.944
1007084,10,2.127
1007085,10,1.72
1007086,10,1.51
1007087,10,2.981
1007088,10,1.368
1007089,10,0.536
1007090,10,0.369
1007091,10,2.296
1007092,10,2.293
1007093,10,1.509
1007094,10,2.753
1007095,10,0.814
1007096,10,2.726
1007097,10,0.181
1007098,10,0.073
1007099,10,0.212
1007100,10,0.486
1007101,10,0.131
1007102,10,0.584
1007103,10,0.217
1007104,10,0.367
1007105,10,1.054
1007106,10,1.399
1007107,10,2.42
1007108,10,2.924
1007109,10,2.862
1007110,10,1.197
1007111,10,1.567
1007112,10,0.624
1007113,10,2.392
1007114,10,0.66
1007115,10,1.919
1007116,10,0.401
1007117,10,0.471
1007118,10,0.375
1007119,10,2.484
1007120,10,1.816
1007121,10,1.988
1007122,10,1.497
1007123,10,2.805
1007124,10,1.554
1007125,10,2.004
1007126,10,0.384
1007127,10,0.1
1007128,10,2.04
1007129,10,0.727
1007130,10,2.647
1007131,10,0.813
1007132,10,2.9
1007133,10,1.273
1007134,10,0.213
1007135,10,0.34
1007136,10,0.991
1007137,10,1.023
1007138,10,1.706
1007139,10,2.852
1007140,10,2.61
1007141,10,2.105
1007142,10,1.778
1007143,10,2.297
1007144,10,2.998
1007145,10,0.973
1007146,10,1.624
1007147,10,0.431
1007148,10,2.847
1007149,10,0.849
1007150,10,1.076
1007151,10,1.294
1007152,10,0.348
1007153,10,2.208
1007154,10,2.145
1007155,10,1.119
1007156,10,0.067
1007157,10,2.084
1007158,10,0.683
1007159,10,1.973
1007160,10,0.38
1007161,10,0.641
1007162,10,2.972
1007163,10,0.303
1007164,10,0.871
1007165,10,2.619
1007166,10,0.462
1007167,10,2.889
1007168,10,1.899
1007169,10,1.909
1007170,10,1.788
1007171,10,0.078
1007172,10,2.577
1007173,10,0.939
1007174,10,1.928
1007175,10,1.118
1007176,10,2.192
1007177,10,0.371
1007178,10,2.33
1007179,10,2.129
1007180,10,1.789
1007181,10,1.826
1007182,10,1.959
1007183,10,0.46
1007184,10,2.694
1007185,10,1.084
1007186,10,0.229
1007187,10,2.273
1007188,10,2.23
1007189,10,0.819
1007190,10,2.787
1007191,10,1.265
1007192,10,0.111
1007193,10,1.272
1007194,10,2.164
1007195,10,1.159
1007196,10,2.538
1007197,10,2.591
1007198,10,2.096
1007199,10,1.346
1007200,10,1.898
1007201,10,2.536
1007202,10,0.12
1007203,10,1.265
1007204,10,0.284
1007205,10,1.931
1007206,10,1.684
1007207,10,1.093
1007208,10,1.865
1007209,10,2.994
1007210,10,1.207
1007211,10,2.939
1007212,10,2.727
1007213,10,2.638
1007214,10,2.317
1007215,10,1.635
1007216,10,0.3
1007217,10,0.53
1007218,10,1.362
1007219,10,1.055
1007220,10,1.474
1007221,10,2.214
1007222,10,1.452
1007223,10,1.65
1007224,10,2.989
1007225,10,2.204
1007226,10,1.688
1007227,10,2.233
1007228,10,0.001
1007229,10,1.307
1007230,10,0.954
1007231,10,2.334
1007232,10,1.6
1007233,10,0.972
1007234,10,1.172
1007235,10,1.343
1007236,10,2.343
1007237,10,0.771
1007238,10,2.973
1007239,10,0.876
1007240,10,0.91
1007241,10,2.562
1007242,10,0.722
1007243,10,2.428
1007244,10,1.269
1007245,10,0.378
1007246,10,1.287
1007247,10,2.178
1007248,10,2.274
1007249,10,1.767
1007250,10,1.681
1007251,10,0.716
1007252,10,1.919
1007253,10,2.913
1007254,10,1.119
1007255,10,0.029
1007256,10,1.727
1007257,10,0.78
1007258,10,0.911
1007259,10,2.287
1007260,10,1.485
1007261,10,0.695
1007262,10,1.875
1007263,10,0.432
1007264,10,0.868
1007265,10,1.491
1007266,10,0.565
1007267,10,2.811
1007268,10,1.095
1007269,10,1.233
1007270,10,1.815
1007271,10,2.141
1007272,10,2.493
1007273,10,0.191
1007274,10,2.106
1007275,10,1.495
1007276,10,1.843
1007277,10,1.375
1007278,10,0.566
1007279,10,2.894
1007280,10,0.989
1007281,10,0.423
1007282,10,0.245
1007283,10,2.859
1007284,10,2.672
1007285,10,2.959
1007286,10,1.959
1007287,10,2.127
1007288,10,1.977
1007289,10,2.997
1007290,10,2.271
1007291,10,1.704
1007292,10,1.762
1007293,10,1.127
1007294,10,1.816
1007295,10,0.748
1007296,10,0.659
1007297,10,0.011
1007298,10,0.218
1007299,10,2.483
1007300,10,0.277
1007301,10,1.033
1007302,10,1.729
1007303,10,2.584
1007304,10,0.651
1007305,10,1.216
1007306,10,0.446
1007307,10,1.266
1007308,10,0.534
1007309,10,1.678
1007310,10,2.431
1007311,10,1.947
1007312,10,1.186
1007313,10,0.051
